question_id,concept_ids
545,"[0, 11]"
546,"[0, 11]"
547,"[0, 11]"
548,"[0, 9]"
549,"[102, 21]"
550,"[102, 21]"
551,"[102, 21]"
552,"[88, 107, 21]"
553,"[88, 107, 21]"
554,"[102, 21]"
555,"[88, 107, 21]"
556,"[88, 107, 21]"
557,[82]
558,[82]
559,[82]
560,[82]
561,"[79, 90]"
562,"[79, 90]"
563,"[79, 90]"
564,"[79, 90]"
565,"[79, 90]"
566,"[79, 90]"
567,"[79, 90]"
568,"[79, 90]"
569,"[79, 90]"
570,"[79, 90]"
571,"[79, 90]"
572,"[79, 90]"
573,"[79, 90]"
574,"[79, 90]"
575,"[79, 90]"
576,"[79, 90]"
577,"[79, 90]"
578,"[79, 90]"
579,[108]
580,[108]
581,"[116, 8]"
582,"[11, 116]"
583,"[116, 8]"
584,"[10, 116]"
585,"[10, 116]"
586,"[11, 116]"
587,"[116, 8]"
588,"[116, 8]"
589,"[116, 8]"
590,"[11, 116]"
591,"[11, 116]"
592,"[4, 1]"
593,"[4, 1]"
594,"[4, 1]"
595,"[4, 1]"
596,"[4, 1]"
597,"[4, 1]"
598,"[4, 1]"
599,"[4, 1]"
600,"[4, 1]"
601,"[4, 1]"
602,"[4, 1]"
603,"[18, 1]"
604,"[98, 1]"
605,"[18, 1]"
606,"[18, 1]"
607,"[1, 8]"
608,"[1, 8]"
609,"[1, 9]"
610,"[1, 9]"
611,"[11, 1]"
612,"[11, 1]"
613,"[10, 1]"
614,"[10, 1]"
615,"[10, 1]"
616,"[10, 1]"
617,"[10, 1]"
618,"[98, 1]"
619,"[1, 8]"
620,"[1, 8]"
621,"[1, 9]"
622,"[1, 9]"
623,"[1, 9]"
624,"[1, 9]"
625,"[11, 1]"
626,"[11, 1]"
627,"[10, 1]"
628,"[10, 1]"
629,"[10, 1]"
630,[6]
631,[6]
632,[6]
633,[6]
634,"[6, 102]"
635,"[6, 102]"
636,"[6, 102]"
637,"[6, 102]"
638,[6]
639,"[6, 102]"
640,"[6, 102]"
641,"[6, 102]"
642,"[6, 102]"
643,"[6, 102]"
644,"[6, 102]"
645,"[6, 102]"
646,[6]
647,[6]
648,"[6, 102]"
649,"[6, 102]"
650,"[6, 102]"
651,"[6, 102]"
652,"[6, 102]"
653,"[6, 102]"
654,"[95, 114]"
655,"[95, 114]"
656,[106]
657,[107]
658,[107]
659,[107]
660,[107]
661,[107]
662,"[118, 59]"
663,[2]
664,[2]
665,[2]
666,[2]
667,[34]
668,[34]
669,[34]
670,[34]
671,[52]
672,[52]
673,[52]
674,[52]
675,[52]
676,[52]
677,[52]
678,[52]
679,[52]
680,[52]
681,[52]
682,[52]
683,[52]
684,[52]
685,[52]
686,[52]
687,[52]
688,[52]
689,[52]
690,[52]
691,[52]
692,[52]
693,[52]
694,[52]
695,[52]
696,[52]
697,[52]
698,[52]
699,[52]
700,[52]
701,[52]
702,[52]
703,[53]
704,[53]
705,[53]
706,[53]
707,[53]
708,[53]
709,[53]
710,[53]
711,[53]
712,[53]
713,[53]
714,[53]
715,[53]
716,[53]
717,[53]
718,[53]
719,[53]
720,[58]
721,[58]
722,[58]
723,[58]
724,[58]
725,[58]
726,[58]
727,[61]
728,[61]
729,[61]
730,[61]
731,[76]
732,[76]
733,[76]
734,[76]
735,[76]
736,[76]
737,[76]
738,[76]
739,[76]
740,[76]
741,[76]
742,[76]
743,[76]
744,"[0, 11]"
745,"[0, 9]"
746,"[102, 21]"
747,[108]
748,[108]
749,[108]
750,[108]
751,[108]
752,[108]
753,[108]
754,[108]
755,[108]
756,[108]
757,[108]
758,[108]
759,"[10, 116]"
760,"[116, 8]"
761,"[116, 8]"
762,"[116, 8]"
763,"[116, 8]"
764,"[10, 116]"
765,"[1, 8]"
766,"[1, 9]"
767,"[1, 9]"
768,"[11, 1]"
769,"[11, 1]"
770,"[11, 1]"
771,"[11, 1]"
772,"[1, 8]"
773,"[1, 8]"
774,"[1, 9]"
775,"[1, 9]"
776,"[10, 1]"
777,"[10, 1]"
778,"[11, 1]"
779,"[10, 1]"
780,"[10, 1]"
781,"[11, 1]"
782,"[10, 1]"
783,"[10, 1]"
784,[6]
785,[6]
786,[6]
787,[6]
788,[6]
789,"[6, 102]"
790,"[6, 102]"
791,[6]
792,[6]
793,[6]
794,[6]
795,[6]
796,"[6, 102]"
797,[9]
798,[18]
799,[18]
800,[18]
801,[18]
802,[18]
803,[18]
804,[18]
805,[18]
806,[18]
807,[18]
808,[28]
809,[65]
810,[87]
811,[87]
812,[87]
813,[87]
814,[87]
815,[87]
816,[87]
817,[87]
818,[87]
819,[89]
820,[89]
821,"[91, 89]"
822,[91]
823,[91]
824,[91]
825,[91]
826,[91]
827,[91]
828,[91]
829,[91]
830,[91]
831,[91]
832,[94]
833,[94]
834,[94]
835,[94]
836,[94]
837,[94]
838,[94]
839,"[95, 114]"
840,"[95, 114]"
841,[95]
842,[95]
843,[95]
844,[95]
845,[95]
846,[95]
847,[95]
848,[96]
849,[96]
850,"[97, 104]"
851,"[97, 104]"
852,"[97, 104]"
853,"[97, 104]"
854,"[97, 104]"
855,"[97, 104]"
856,"[97, 104]"
857,[99]
858,[100]
859,[100]
860,[100]
861,[102]
862,[102]
863,[102]
864,[102]
865,"[114, 103]"
866,"[114, 103]"
867,"[114, 103]"
868,[104]
869,[113]
870,[113]
871,[113]
872,[113]
873,[114]
874,[114]
875,[5]
876,[5]
877,[5]
878,[32]
879,[33]
880,[33]
881,[33]
882,[34]
883,[34]
884,[34]
885,[34]
886,[34]
887,[34]
888,[34]
889,[34]
890,[35]
891,[35]
892,[35]
893,[35]
894,[35]
895,[35]
896,[35]
897,[35]
898,[35]
899,[35]
900,[35]
901,[36]
902,[36]
903,[36]
904,[36]
905,[36]
906,[36]
907,[36]
908,[36]
909,[36]
910,[36]
911,[36]
912,[50]
913,[50]
914,[50]
915,[50]
916,[50]
917,[50]
918,[50]
919,[50]
920,[76]
921,[76]
922,[76]
923,[76]
924,[76]
925,[76]
926,[76]
927,[76]
928,"[0, 9]"
929,"[0, 11]"
930,[82]
931,[82]
932,"[1, 8]"
933,"[1, 8]"
934,"[1, 8]"
935,"[1, 8]"
936,"[1, 9]"
937,"[1, 9]"
938,"[10, 1]"
939,"[11, 1]"
940,[6]
941,[6]
942,[6]
943,[6]
944,[6]
945,[6]
946,[8]
947,[9]
948,[9]
949,[9]
950,[28]
951,[29]
952,[29]
953,[29]
954,[29]
955,[31]
956,"[65, 110]"
957,[84]
958,[87]
959,[87]
960,[87]
961,[87]
962,[87]
963,[87]
964,[87]
965,[87]
966,[87]
967,[87]
968,[87]
969,[87]
970,[87]
971,[87]
972,[87]
973,[87]
974,[87]
975,[87]
976,[87]
977,[87]
978,[87]
979,[87]
980,[87]
981,[87]
982,[87]
983,[87]
984,[87]
985,[87]
986,[89]
987,[89]
988,[89]
989,[89]
990,[89]
991,[89]
992,[89]
993,[89]
994,[89]
995,"[91, 89]"
996,[89]
997,[89]
998,[89]
999,"[91, 89]"
1000,[91]
1001,[91]
1002,[91]
1003,[91]
1004,[91]
1005,[91]
1006,[91]
1007,[91]
1008,[91]
1009,[91]
1010,[91]
1011,[91]
1012,[91]
1013,[92]
1014,[92]
1015,[92]
1016,[92]
1017,"[104, 92, 93]"
1018,"[104, 92, 93]"
1019,"[104, 92, 93]"
1020,"[104, 92, 93]"
1021,"[104, 92, 93]"
1022,"[104, 92, 93]"
1023,[94]
1024,[94]
1025,[94]
1026,[95]
1027,"[95, 114]"
1028,[95]
1029,[95]
1030,[95]
1031,[95]
1032,[96]
1033,[96]
1034,[96]
1035,"[97, 104]"
1036,"[97, 104]"
1037,"[97, 104]"
1038,"[97, 104]"
1039,"[97, 104]"
1040,"[97, 104]"
1041,"[97, 104]"
1042,[99]
1043,[99]
1044,[99]
1045,[99]
1046,[99]
1047,[99]
1048,[100]
1049,[100]
1050,[100]
1051,[100]
1052,[100]
1053,[102]
1054,[102]
1055,"[114, 103]"
1056,"[114, 103]"
1057,[104]
1058,[104]
1059,[104]
1060,[104]
1061,[104]
1062,[104]
1063,[104]
1064,[104]
1065,[104]
1066,[104]
1067,[104]
1068,[104]
1069,[104]
1070,[106]
1071,[106]
1072,[106]
1073,[106]
1074,[111]
1075,[111]
1076,[111]
1077,[111]
1078,[111]
1079,[111]
1080,[111]
1081,[111]
1082,[111]
1083,[112]
1084,[112]
1085,[112]
1086,[112]
1087,[112]
1088,[114]
1089,[115]
1090,[115]
1091,[115]
1092,[32]
1093,[32]
1094,[33]
1095,[33]
1096,[33]
1097,[33]
1098,[33]
1099,[33]
1100,[33]
1101,[35]
1102,[35]
1103,[35]
1104,[35]
1105,[35]
1106,[35]
1107,[35]
1108,[35]
1109,[35]
1110,[35]
1111,[35]
1112,[36]
1113,[36]
1114,[36]
1115,[36]
1116,[36]
1117,[50]
1118,[50]
1119,[50]
1120,[50]
1121,[50]
1122,[50]
1123,[50]
1124,[50]
1125,[50]
1126,[50]
1127,[50]
1128,[50]
1129,[51]
1130,[51]
1131,[52]
1132,[52]
1133,"[0, 9]"
1134,"[0, 9]"
1135,"[77, 102, 21]"
1136,"[77, 102, 21]"
1137,"[77, 102, 21]"
1138,"[11, 116]"
1139,"[10, 116]"
1140,"[116, 8]"
1141,"[10, 116]"
1142,"[11, 116]"
1143,"[116, 8]"
1144,"[10, 116]"
1145,"[10, 116]"
1146,"[116, 8]"
1147,"[1, 9]"
1148,"[1, 9]"
1149,"[1, 9]"
1150,"[1, 9]"
1151,"[10, 1]"
1152,"[11, 1]"
1153,"[11, 1]"
1154,"[1, 8]"
1155,"[1, 9]"
1156,"[1, 9]"
1157,[6]
1158,[6]
1159,[6]
1160,[6]
1161,[6]
1162,[6]
1163,[6]
1164,[6]
1165,[6]
1166,[8]
1167,[9]
1168,[11]
1169,[11]
1170,[11]
1171,[31]
1172,[31]
1173,[31]
1174,[31]
1175,[31]
1176,[31]
1177,[31]
1178,[65]
1179,"[101, 65]"
1180,[87]
1181,[87]
1182,[87]
1183,[87]
1184,[87]
1185,[87]
1186,[87]
1187,[87]
1188,[89]
1189,[89]
1190,[89]
1191,[89]
1192,[89]
1193,[89]
1194,[89]
1195,[89]
1196,[89]
1197,[89]
1198,[89]
1199,[91]
1200,[92]
1201,[92]
1202,[92]
1203,[94]
1204,"[95, 114]"
1205,"[95, 114]"
1206,"[95, 114]"
1207,[95]
1208,[95]
1209,"[97, 104]"
1210,"[97, 104]"
1211,"[97, 104]"
1212,"[97, 104]"
1213,"[97, 104]"
1214,"[97, 104]"
1215,[100]
1216,[100]
1217,[100]
1218,[100]
1219,[100]
1220,[102]
1221,"[114, 103]"
1222,"[114, 103]"
1223,[104]
1224,[104]
1225,[104]
1226,[104]
1227,[107]
1228,[107]
1229,[107]
1230,[107]
1231,[107]
1232,[107]
1233,[111]
1234,[111]
1235,[111]
1236,[111]
1237,[111]
1238,[114]
1239,[114]
1240,[115]
1241,[7]
1242,[32]
1243,[33]
1244,[33]
1245,[33]
1246,[33]
1247,[33]
1248,[33]
1249,[33]
1250,[33]
1251,[34]
1252,[34]
1253,[34]
1254,[35]
1255,[35]
1256,[35]
1257,[35]
1258,[35]
1259,[35]
1260,[35]
1261,[35]
1262,[36]
1263,[36]
1264,[46]
1265,[50]
1266,[50]
1267,[50]
1268,[50]
1269,[50]
1270,[51]
1271,[51]
1272,[51]
1273,[51]
1274,[51]
1275,[51]
1276,[51]
1277,[51]
1278,[51]
1279,[51]
1280,"[0, 9]"
1281,"[0, 9]"
1282,"[102, 21]"
1283,"[102, 21]"
1284,"[77, 102, 21]"
1285,"[88, 77, 21]"
1286,"[88, 77, 21]"
1287,"[88, 77, 21]"
1288,"[102, 21]"
1289,"[88, 107, 21]"
1290,"[88, 77, 106, 21]"
1291,[82]
1292,"[79, 90]"
1293,"[79, 90]"
1294,"[79, 90]"
1295,"[79, 90]"
1296,"[79, 90]"
1297,"[79, 90]"
1298,"[79, 90]"
1299,"[79, 90]"
1300,"[79, 90]"
1301,"[79, 90]"
1302,"[79, 90]"
1303,"[79, 90]"
1304,"[79, 90]"
1305,"[79, 90]"
1306,"[79, 90]"
1307,"[79, 90]"
1308,[108]
1309,[108]
1310,"[116, 9]"
1311,"[10, 116]"
1312,"[116, 8]"
1313,"[1, 8]"
1314,"[11, 1]"
1315,"[11, 1]"
1316,"[10, 1]"
1317,"[10, 1]"
1318,"[1, 9]"
1319,"[1, 9]"
1320,"[1, 9]"
1321,"[95, 1]"
1322,"[98, 1]"
1323,"[18, 1]"
1324,"[1, 9]"
1325,"[1, 9]"
1326,"[1, 9]"
1327,"[1, 9]"
1328,[6]
1329,[6]
1330,"[6, 102]"
1331,[8]
1332,[9]
1333,"[12, 16]"
1334,[12]
1335,[16]
1336,[16]
1337,[16]
1338,[16]
1339,[18]
1340,[18]
1341,[18]
1342,[18]
1343,[24]
1344,"[26, 24]"
1345,[24]
1346,"[26, 24]"
1347,[28]
1348,[28]
1349,[28]
1350,[29]
1351,[29]
1352,[29]
1353,[29]
1354,[29]
1355,[29]
1356,[31]
1357,[31]
1358,[31]
1359,[31]
1360,[31]
1361,[31]
1362,[31]
1363,[31]
1364,[31]
1365,[31]
1366,[31]
1367,[31]
1368,[31]
1369,[31]
1370,[31]
1371,[31]
1372,[31]
1373,[31]
1374,[31]
1375,[31]
1376,[56]
1377,[65]
1378,[65]
1379,"[34, 65]"
1380,[65]
1381,"[34, 65]"
1382,"[34, 65]"
1383,[65]
1384,"[70, 86]"
1385,"[70, 86]"
1386,"[70, 86]"
1387,"[70, 86]"
1388,[81]
1389,[81]
1390,[83]
1391,[83]
1392,[83]
1393,[84]
1394,[86]
1395,[86]
1396,[86]
1397,[86]
1398,[86]
1399,[86]
1400,[86]
1401,[86]
1402,[86]
1403,[86]
1404,[86]
1405,[86]
1406,[86]
1407,[86]
1408,[86]
1409,[86]
1410,[86]
1411,[86]
1412,[86]
1413,[86]
1414,[86]
1415,[86]
1416,[86]
1417,[86]
1418,[87]
1419,[87]
1420,[87]
1421,[87]
1422,[87]
1423,[87]
1424,[87]
1425,[87]
1426,[87]
1427,[87]
1428,[87]
1429,[87]
1430,[87]
1431,[87]
1432,[87]
1433,[87]
1434,[87]
1435,[89]
1436,"[91, 89]"
1437,[89]
1438,[89]
1439,[89]
1440,[89]
1441,[89]
1442,[89]
1443,[89]
1444,[89]
1445,[89]
1446,"[91, 89]"
1447,[91]
1448,[91]
1449,[91]
1450,[91]
1451,[91]
1452,[92]
1453,[92]
1454,"[104, 92, 93]"
1455,"[104, 92, 93]"
1456,"[104, 92, 93]"
1457,"[104, 92, 93]"
1458,"[104, 92, 93]"
1459,"[104, 92, 93]"
1460,"[104, 92, 93]"
1461,[92]
1462,[92]
1463,"[104, 92, 93]"
1464,"[104, 92, 93]"
1465,"[104, 92, 93]"
1466,"[104, 92, 93]"
1467,[94]
1468,[94]
1469,[95]
1470,[95]
1471,"[95, 114]"
1472,"[95, 114]"
1473,[96]
1474,"[97, 104]"
1475,"[97, 104]"
1476,"[97, 104]"
1477,"[97, 104]"
1478,"[97, 104]"
1479,"[97, 104]"
1480,"[97, 104]"
1481,[99]
1482,[99]
1483,[99]
1484,[99]
1485,[99]
1486,[99]
1487,[99]
1488,[99]
1489,[99]
1490,[99]
1491,[99]
1492,[100]
1493,[100]
1494,[100]
1495,[100]
1496,[100]
1497,[102]
1498,[102]
1499,[102]
1500,[102]
1501,[102]
1502,[102]
1503,"[114, 103]"
1504,"[114, 103]"
1505,"[118, 103]"
1506,"[118, 103]"
1507,"[118, 103]"
1508,"[118, 103]"
1509,[104]
1510,[104]
1511,[104]
1512,[104]
1513,[104]
1514,[104]
1515,[104]
1516,[104]
1517,[104]
1518,[104]
1519,[105]
1520,[105]
1521,[106]
1522,[106]
1523,[106]
1524,[106]
1525,[106]
1526,[106]
1527,[106]
1528,[106]
1529,[106]
1530,[107]
1531,[107]
1532,[107]
1533,[107]
1534,[107]
1535,[107]
1536,[107]
1537,[107]
1538,[107]
1539,[107]
1540,[107]
1541,[107]
1542,[107]
1543,[107]
1544,[107]
1545,[107]
1546,[107]
1547,[107]
1548,[107]
1549,[107]
1550,[107]
1551,[107]
1552,[109]
1553,[109]
1554,[109]
1555,[109]
1556,[109]
1557,[110]
1558,[110]
1559,[110]
1560,[110]
1561,[110]
1562,[110]
1563,[110]
1564,[110]
1565,[110]
1566,[111]
1567,[111]
1568,[111]
1569,[111]
1570,[111]
1571,[111]
1572,[111]
1573,[111]
1574,[111]
1575,[111]
1576,[112]
1577,[112]
1578,[112]
1579,[112]
1580,[112]
1581,[112]
1582,[112]
1583,[112]
1584,[112]
1585,[112]
1586,[112]
1587,[113]
1588,[113]
1589,[113]
1590,[113]
1591,[113]
1592,[113]
1593,[113]
1594,[113]
1595,[115]
1596,[115]
1597,[115]
1598,[115]
1599,[115]
1600,[115]
1601,[115]
1602,[117]
1603,[117]
1604,[117]
1605,[117]
1606,[117]
1607,[117]
1608,[117]
1609,[118]
1610,"[118, 59]"
1611,"[118, 59]"
1612,"[118, 59]"
1613,"[118, 59]"
1614,"[118, 59]"
1615,"[118, 59]"
1616,[118]
1617,"[118, 59]"
1618,[119]
1619,[119]
1620,[120]
1621,[120]
1622,[2]
1623,[5]
1624,[7]
1625,[7]
1626,[7]
1627,[32]
1628,[32]
1629,[33]
1630,[33]
1631,[33]
1632,[33]
1633,[33]
1634,[33]
1635,[33]
1636,[33]
1637,[33]
1638,[33]
1639,[33]
1640,[34]
1641,[35]
1642,[35]
1643,[35]
1644,[35]
1645,[35]
1646,[35]
1647,[35]
1648,[35]
1649,[35]
1650,[35]
1651,[36]
1652,[36]
1653,[36]
1654,[36]
1655,[36]
1656,[36]
1657,[36]
1658,[36]
1659,[36]
1660,[37]
1661,[37]
1662,[38]
1663,[39]
1664,[39]
1665,[39]
1666,[40]
1667,[45]
1668,[46]
1669,[48]
1670,[49]
1671,[49]
1672,[49]
1673,[50]
1674,[50]
1675,[50]
1676,[51]
1677,[51]
1678,[51]
1679,[51]
1680,[51]
1681,[51]
1682,[51]
1683,[51]
1684,[51]
1685,[51]
1686,[51]
1687,[51]
1688,[52]
1689,[52]
1690,[52]
1691,[52]
1692,[52]
1693,[52]
1694,[52]
1695,[52]
1696,[52]
1697,[52]
1698,[52]
1699,[52]
1700,[52]
1701,[52]
1702,[52]
1703,[52]
1704,[52]
1705,[52]
1706,[52]
1707,[52]
1708,[52]
1709,[52]
1710,[52]
1711,[52]
1712,[52]
1713,[52]
1714,[52]
1715,[52]
1716,[52]
1717,[52]
1718,[53]
1719,[53]
1720,[53]
1721,[53]
1722,[53]
1723,[53]
1724,[53]
1725,[53]
1726,[55]
1727,[58]
1728,[59]
1729,[61]
1730,[61]
1731,[61]
1732,[61]
1733,[61]
1734,[61]
1735,[61]
1736,[61]
1737,[76]
1738,[76]
1739,[76]
1740,[76]
1741,"[0, 9]"
1742,"[102, 21]"
1743,"[102, 21]"
1744,"[88, 77, 21]"
1745,"[88, 77, 21]"
1746,"[88, 107, 21]"
1747,[82]
1748,[82]
1749,"[79, 90]"
1750,"[79, 90]"
1751,"[79, 90]"
1752,"[79, 90]"
1753,"[79, 90]"
1754,"[79, 90]"
1755,"[79, 90]"
1756,"[79, 90]"
1757,[108]
1758,[108]
1759,[108]
1760,[108]
1761,"[10, 1]"
1762,"[11, 1]"
1763,"[1, 9]"
1764,"[1, 9]"
1765,[6]
1766,[6]
1767,[6]
1768,[6]
1769,[9]
1770,"[12, 16]"
1771,"[12, 16]"
1772,"[12, 16]"
1773,"[12, 16]"
1774,[12]
1775,"[12, 16]"
1776,"[12, 16]"
1777,[18]
1778,[18]
1779,[18]
1780,[18]
1781,[18]
1782,[24]
